# iter time(ns) max_DgradR max_DgradZ max_vRrho max_vZrho
301 23.125 8.0505159735e-03 1.3749149831e-02 4.4838410845e+00 3.6468039937e+00
302 23.202 8.0162563074e-03 1.3656431688e-02 4.4658421356e+00 3.6321650630e+00
303 23.279 7.9807686230e-03 1.3646754386e-02 4.4517445974e+00 3.6212573927e+00
304 23.357 7.9626261265e-03 1.3626505409e-02 4.4433100496e+00 3.6064403432e+00
305 23.434 7.9188291819e-03 1.3557198761e-02 4.4294805170e+00 3.5952155167e+00
306 23.511 7.8774074498e-03 1.3500527327e-02 4.4080743417e+00 3.5784062062e+00
307 23.589 7.8713248855e-03 1.3482113136e-02 4.4013084196e+00 3.5650752585e+00
308 23.666 7.8339672668e-03 1.3443202188e-02 4.3915259895e+00 3.5571514559e+00
309 23.743 7.7836905668e-03 1.3404056064e-02 4.3708409045e+00 3.5403964644e+00
310 23.821 7.7773085369e-03 1.3337058231e-02 4.3577010032e+00 3.5226065261e+00
311 23.898 7.7513307907e-03 1.3307036084e-02 4.3519116502e+00 3.5179266243e+00
312 23.975 7.6956487295e-03 1.3282664418e-02 4.3353571531e+00 3.5045445727e+00
313 24.053 7.6801817468e-03 1.3244783640e-02 4.3215949534e+00 3.4857721794e+00
314 24.130 7.6660034594e-03 1.3161644975e-02 4.3107717241e+00 3.4776531097e+00
315 24.207 7.6225619863e-03 1.3144204035e-02 4.2982698501e+00 3.4675674026e+00
316 24.285 7.5942615955e-03 1.3132744268e-02 4.2861042586e+00 3.4502097737e+00
317 24.362 7.5770681333e-03 1.3076016944e-02 4.2722160468e+00 3.4390301007e+00
318 24.439 7.5446823149e-03 1.3021866382e-02 4.2595570313e+00 3.4294538263e+00
319 24.517 7.5113501740e-03 1.2999021895e-02 4.2489725177e+00 3.4143363377e+00
320 24.594 7.4892708587e-03 1.2971004677e-02 4.2390158265e+00 3.4054954148e+00
321 24.671 7.4646595249e-03 1.2932773199e-02 4.2192376125e+00 3.3902263554e+00
322 24.749 7.4254551326e-03 1.2879193867e-02 4.2101241531e+00 3.3783647042e+00
323 24.826 7.4140205090e-03 1.2844042566e-02 4.2040218965e+00 3.3706804572e+00
324 24.903 7.3803704295e-03 1.2819360094e-02 4.1879824431e+00 3.3578204214e+00
325 24.981 7.3434814351e-03 1.2793367334e-02 4.1712964132e+00 3.3412797583e+00
326 25.058 7.3357939563e-03 1.2725352477e-02 4.1673466520e+00 3.3346814775e+00
327 25.135 7.3078129228e-03 1.2688573862e-02 4.1552135765e+00 3.3249726758e+00
328 25.213 7.2674850332e-03 1.2687757838e-02 4.1399998219e+00 3.3075924398e+00
329 25.290 7.2537987670e-03 1.2644927613e-02 4.1289908726e+00 3.2975039455e+00
330 25.367 7.2361869220e-03 1.2593579796e-02 4.1206730295e+00 3.2908611310e+00
331 25.445 7.1930812223e-03 1.2560684098e-02 4.1069183346e+00 3.2766592149e+00
332 25.522 7.1689711717e-03 1.2545102196e-02 4.0974553814e+00 3.2652698413e+00
333 25.599 7.1621087170e-03 1.2508346380e-02 4.0843896293e+00 3.2555174856e+00
334 25.677 7.1293374696e-03 1.2469315201e-02 4.0719936400e+00 3.2444191747e+00
335 25.754 7.0972011809e-03 1.2423569581e-02 4.0662458058e+00 3.2340981348e+00
336 25.831 7.0836698784e-03 1.2399259766e-02 4.0512933794e+00 3.2222056874e+00
337 25.909 7.0616046890e-03 1.2386465447e-02 4.0363099588e+00 3.2109489696e+00
338 25.986 7.0245944774e-03 1.2334479281e-02 4.0332369601e+00 3.2016401285e+00
339 26.063 7.0114059271e-03 1.2278465967e-02 4.0220457642e+00 3.1927564001e+00
340 26.141 6.9905550152e-03 1.2283843292e-02 4.0042732841e+00 3.1768110844e+00
341 26.218 6.9539665528e-03 1.2255968599e-02 3.9984263811e+00 3.1679021153e+00
342 26.295 6.9446488783e-03 1.2207629067e-02 3.9909090152e+00 3.1619462024e+00
343 26.373 6.9163371470e-03 1.2158669247e-02 3.9745854579e+00 3.1490132566e+00
344 26.450 6.8891987406e-03 1.2156548898e-02 3.9660516036e+00 3.1355467983e+00
345 26.527 6.8748874422e-03 1.2122019969e-02 3.9579787273e+00 3.1298570764e+00
346 26.605 6.8570554220e-03 1.2098665143e-02 3.9453506491e+00 3.1198711511e+00
347 26.682 6.8212118454e-03 1.2038492190e-02 3.9379005070e+00 3.1073586720e+00
348 26.759 6.8012575990e-03 1.2022249905e-02 3.9244606344e+00 3.0967534004e+00
349 26.837 6.7929405309e-03 1.2014851456e-02 3.9142312816e+00 3.0893728851e+00
350 26.914 6.7611807116e-03 1.1977869186e-02 3.9079097298e+00 3.0778482199e+00
351 26.991 6.7309277310e-03 1.1922495210e-02 3.8980474803e+00 3.0700807665e+00
352 27.069 6.7257690534e-03 1.1912284787e-02 3.8813452698e+00 3.0576198211e+00
353 27.146 6.7041910644e-03 1.1900620837e-02 3.8759739595e+00 3.0469407184e+00
354 27.224 6.6684581464e-03 1.1855850860e-02 3.8696575809e+00 3.0419753519e+00
355 27.301 6.6551570562e-03 1.1824580214e-02 3.8551582007e+00 3.0305772485e+00
356 27.378 6.6424243188e-03 1.1800021056e-02 3.8439124745e+00 3.0165949396e+00
357 27.456 6.6079929519e-03 1.1775461983e-02 3.8394458945e+00 3.0125667661e+00
358 27.533 6.5980496896e-03 1.1759273751e-02 3.8284805963e+00 3.0039630004e+00
359 27.610 6.5775253906e-03 1.1717792141e-02 3.8182708241e+00 2.9896436478e+00
360 27.688 6.5529603641e-03 1.1681297068e-02 3.8073068453e+00 2.9817768515e+00
361 27.765 6.5374527837e-03 1.1674701528e-02 3.7998404903e+00 2.9759294099e+00
362 27.842 6.5206786820e-03 1.1655544528e-02 3.7906137827e+00 2.9639432963e+00
363 27.920 6.4932472669e-03 1.1602445082e-02 3.7824816165e+00 2.9561193583e+00
364 27.997 6.4724740973e-03 1.1567566122e-02 3.7693973472e+00 2.9466102781e+00
365 28.074 6.4652113978e-03 1.1572504431e-02 3.7610989191e+00 2.9373650261e+00
366 28.152 6.4367440019e-03 1.1543663935e-02 3.7563286396e+00 2.9302562141e+00
367 28.229 6.4070618513e-03 1.1517903323e-02 3.7439299129e+00 2.9205841514e+00
368 28.306 6.4062246700e-03 1.1471785762e-02 3.7303205615e+00 2.9093823556e+00
369 28.384 6.3866738241e-03 1.1463737787e-02 3.7281780975e+00 2.9029513663e+00
370 28.461 6.3518220792e-03 1.1447261078e-02 3.7191984303e+00 2.8959593353e+00
371 28.538 6.3429016391e-03 1.1422709101e-02 3.7065758319e+00 2.8831666740e+00
372 28.616 6.3325919045e-03 1.1368062230e-02 3.6981886507e+00 2.8743366007e+00
373 28.693 6.3022055478e-03 1.1357734968e-02 3.6925252785e+00 2.8699348679e+00
374 28.770 6.2906671787e-03 1.1356584105e-02 3.6807531278e+00 2.8598413553e+00
375 28.848 6.2749757347e-03 1.1323379560e-02 3.6745769272e+00 2.8500526855e+00
376 28.925 6.2532712283e-03 1.1289514364e-02 3.6638776123e+00 2.8424932909e+00
377 29.002 6.2364683174e-03 1.1267655030e-02 3.6542630773e+00 2.8350341850e+00
378 29.080 6.2220960758e-03 1.1255931071e-02 3.6500889623e+00 2.8259358163e+00
379 29.157 6.1998719146e-03 1.1231051538e-02 3.6399939345e+00 2.8181201436e+00
380 29.234 6.1785288063e-03 1.1204932467e-02 3.6271149213e+00 2.8088851838e+00
381 29.312 6.1731798792e-03 1.1170402537e-02 3.6236054750e+00 2.8003828874e+00
382 29.389 6.1484289659e-03 1.1155901954e-02 3.6167636689e+00 2.7950954253e+00
383 29.466 6.1204134260e-03 1.1150649048e-02 3.6029554972e+00 2.7844242394e+00
384 29.544 6.1200505240e-03 1.1114957909e-02 3.5951090488e+00 2.7734957759e+00
385 29.621 6.1037107764e-03 1.1074509931e-02 3.5914985059e+00 2.7706006135e+00
386 29.698 6.0692140111e-03 1.1073878574e-02 3.5809832772e+00 2.7624888187e+00
387 29.776 6.0626324020e-03 1.1058996488e-02 3.5734817328e+00 2.7510337596e+00
388 29.853 6.0550550574e-03 1.1028881588e-02 3.5643505745e+00 2.7447608431e+00
389 29.930 6.0290611423e-03 1.1000864269e-02 3.5570390913e+00 2.7391305684e+00
390 30.008 6.0159100812e-03 1.0986577517e-02 3.5501755232e+00 2.7283471652e+00
391 30.085 6.0028640311e-03 1.0964501838e-02 3.5425212829e+00 2.7223629776e+00
392 30.162 5.9850628807e-03 1.0956598960e-02 3.5310636051e+00 2.7143092909e+00
393 30.240 5.9667961031e-03 1.0919834373e-02 3.5248626056e+00 2.7060406334e+00
394 30.317 5.9559492145e-03 1.0890501206e-02 3.5203671142e+00 2.7005640160e+00
395 30.394 5.9365632644e-03 1.0890281675e-02 3.5092883992e+00 2.6920652492e+00
396 30.472 5.9138391166e-03 1.0875501016e-02 3.4987847747e+00 2.6823476335e+00
397 30.549 5.9115039907e-03 1.0838962113e-02 3.4961921065e+00 2.6773094999e+00
398 30.626 5.8913234901e-03 1.0810328685e-02 3.4882641297e+00 2.6712384240e+00
399 30.704 5.8662755434e-03 1.0812474875e-02 3.4783697746e+00 2.6602779595e+00
400 30.781 5.8628203238e-03 1.0789423496e-02 3.4701965961e+00 2.6525900607e+00
401 30.858 5.8505920784e-03 1.0774528932e-02 3.4651640193e+00 2.6489126681e+00
402 30.936 5.8211961130e-03 1.0737888667e-02 3.4559206899e+00 2.6403925356e+00
403 31.013 5.8106276331e-03 1.0724547727e-02 3.4508323741e+00 2.6326071779e+00
404 31.090 5.8058623583e-03 1.0718608844e-02 3.4401298389e+00 2.6252042523e+00
405 31.168 5.7848993537e-03 1.0703325372e-02 3.4320708140e+00 2.6190543140e+00
406 31.245 5.7698062413e-03 1.0661211162e-02 3.4293317351e+00 2.6116778468e+00
407 31.323 5.7574811879e-03 1.0643829399e-02 3.4210620596e+00 2.6053799060e+00
408 31.400 5.7442724101e-03 1.0648180044e-02 3.4084345210e+00 2.5962316021e+00
409 31.477 5.7241903359e-03 1.0625325799e-02 3.4057896460e+00 2.5892859819e+00
410 31.555 5.7176033136e-03 1.0604294314e-02 3.4005651274e+00 2.5853139889e+00
411 31.632 5.6991618990e-03 1.0571395954e-02 3.3892852431e+00 2.5767383430e+00
412 31.709 5.6777675863e-03 1.0569721177e-02 3.3831247654e+00 2.5668769889e+00
413 31.787 5.6761253211e-03 1.0557034089e-02 3.3780228187e+00 2.5637824334e+00
414 31.864 5.6610746089e-03 1.0542330041e-02 3.3697785066e+00 2.5575253346e+00
415 31.941 5.6371109435e-03 1.0501665026e-02 3.3640481589e+00 2.5480552988e+00
416 32.019 5.6303955410e-03 1.0489271632e-02 3.3556733974e+00 2.5417119427e+00
417 32.096 5.6228847265e-03 1.0493693245e-02 3.3481764416e+00 2.5368064446e+00
418 32.173 5.5994615549e-03 1.0472046668e-02 3.3429144518e+00 2.5284130940e+00
419 32.251 5.5865033259e-03 1.0445575124e-02 3.3375121812e+00 2.5236731855e+00
420 32.328 5.5802741157e-03 1.0423767470e-02 3.3263163919e+00 2.5152074446e+00
421 32.405 5.5648082812e-03 1.0422853091e-02 3.3197979058e+00 2.5085825880e+00
422 32.483 5.5474986557e-03 1.0404487664e-02 3.3172491535e+00 2.5041230590e+00
423 32.560 5.5383965103e-03 1.0391428510e-02 3.3090051695e+00 2.4978998453e+00
424 32.637 5.5264462516e-03 1.0355300389e-02 3.3005430603e+00 2.4874330489e+00
425 32.715 5.5066965826e-03 1.0347866240e-02 3.2948519012e+00 2.4830428235e+00
426 32.792 5.5024299927e-03 1.0348657104e-02 3.2895420929e+00 2.4790412836e+00
427 32.869 5.4851926052e-03 1.0329249451e-02 3.2815172801e+00 2.4708303232e+00
428 32.947 5.4702270269e-03 1.0298029105e-02 3.2761222198e+00 2.4640285411e+00
429 33.024 5.4619846983e-03 1.0284638455e-02 3.2681248315e+00 2.4587875608e+00
430 33.101 5.4525047563e-03 1.0285424622e-02 3.2604759598e+00 2.4527651050e+00
431 33.179 5.4301151340e-03 1.0261899112e-02 3.2578936517e+00 2.4462439220e+00
432 33.256 5.4184003246e-03 1.0251305086e-02 3.2498580526e+00 2.4402102581e+00
433 33.333 5.4160864294e-03 1.0223220641e-02 3.2394626623e+00 2.4331730984e+00
434 33.411 5.3995122884e-03 1.0218039767e-02 3.2375127069e+00 2.4269193569e+00
435 33.488 5.3845950571e-03 1.0213148673e-02 3.2323423665e+00 2.4230435422e+00
436 33.565 5.3779613970e-03 1.0196734229e-02 3.2218195181e+00 2.4151553556e+00
437 33.643 5.3672636331e-03 1.0161226723e-02 3.2165957692e+00 2.4064911416e+00
438 33.720 5.3526118101e-03 1.0153848523e-02 3.2128257936e+00 2.4044521065e+00
439 33.797 5.3459571476e-03 1.0157102696e-02 3.2051219901e+00 2.3986866440e+00
440 33.875 5.3312931063e-03 1.0136760616e-02 3.2001751025e+00 2.3902850185e+00
441 33.952 5.3159681770e-03 1.0121414412e-02 3.1925043007e+00 2.3845555187e+00
442 34.029 5.3145205710e-03 1.0098992228e-02 3.1862526424e+00 2.3806640994e+00
443 34.107 5.2973191311e-03 1.0096783161e-02 3.1815626387e+00 2.3731584627e+00
444 34.184 5.2823745546e-03 1.0086646907e-02 3.1766893192e+00 2.3688787848e+00
445 34.261 5.2807680811e-03 1.0073868539e-02 3.1666823555e+00 2.3614165240e+00
446 34.339 5.2689128662e-03 1.0038304364e-02 3.1609528082e+00 2.3558048754e+00
447 34.416 5.2550776233e-03 1.0030828289e-02 3.1588333602e+00 2.3517473238e+00
448 34.493 5.2477258473e-03 1.0037241492e-02 3.1515852976e+00 2.3463511507e+00
449 34.571 5.2380462757e-03 1.0020915819e-02 3.1441143831e+00 2.3372386059e+00
450 34.648 5.2234013935e-03 1.0001013782e-02 3.1387865048e+00 2.3330534030e+00
451 34.725 5.2210552134e-03 9.9821068153e-03 3.1342982759e+00 2.3297173119e+00
452 34.803 5.2043943877e-03 9.9835267859e-03 3.1270634467e+00 2.3226917145e+00
453 34.880 5.1880729183e-03 9.9685634478e-03 3.1226328297e+00 2.3165422003e+00
454 34.957 5.1907641044e-03 9.9600039141e-03 3.1149452762e+00 2.3116150052e+00
455 35.035 5.1785236361e-03 9.9294436489e-03 3.1082429574e+00 2.3066411840e+00
456 35.112 5.1613772853e-03 9.9216190256e-03 3.1062408861e+00 2.3006984539e+00
457 35.189 5.1582528130e-03 9.9241190005e-03 3.0996036605e+00 2.2957824621e+00
458 35.267 5.1500892643e-03 9.9124944788e-03 3.0898001242e+00 2.2891562147e+00
459 35.344 5.1318956242e-03 9.8881652332e-03 3.0877089304e+00 2.2833366495e+00
460 35.421 5.1283527357e-03 9.8713847831e-03 3.0837108022e+00 2.2803800649e+00
461 35.499 5.1167879190e-03 9.8769166518e-03 3.0749462454e+00 2.2738987436e+00
462 35.576 5.0990996761e-03 9.8607649507e-03 3.0702128447e+00 2.2660263245e+00
463 35.654 5.1001169853e-03 9.8520413683e-03 3.0656851049e+00 2.2634655741e+00
464 35.731 5.0872196873e-03 9.8269016264e-03 3.0596072791e+00 2.2589781759e+00
465 35.808 5.0693041205e-03 9.8196505955e-03 3.0550498772e+00 2.2512856393e+00
466 35.886 5.0695667492e-03 9.8154785097e-03 3.0490882894e+00 2.2468925074e+00
467 35.963 5.0618371301e-03 9.8073421082e-03 3.0422666151e+00 2.2426414162e+00
468 36.040 5.0429215229e-03 9.7799948590e-03 3.0378296356e+00 2.2366562688e+00
469 36.118 5.0388997065e-03 9.7634208718e-03 3.0344489485e+00 2.2326035482e+00
470 36.195 5.0317615820e-03 9.7719984451e-03 3.0264865642e+00 2.2267452037e+00
471 36.272 5.0142932159e-03 9.7615437353e-03 3.0194118954e+00 2.2207371668e+00
472 36.350 5.0133875383e-03 9.7487479372e-03 3.0176175407e+00 2.2167600978e+00
473 36.427 5.0005921552e-03 9.7298843314e-03 3.0122795423e+00 2.2128387719e+00
474 36.504 4.9870009926e-03 9.7214513240e-03 3.0053425535e+00 2.2056091964e+00
475 36.582 4.9853533895e-03 9.7127313088e-03 3.0001626207e+00 2.1997407715e+00
476 36.659 4.9776479807e-03 9.7105144375e-03 2.9960157946e+00 2.1974756622e+00
477 36.736 4.9581840612e-03 9.6879311007e-03 2.9892398201e+00 2.1921734515e+00
478 36.814 4.9541488426e-03 9.6671977022e-03 2.9864862096e+00 2.1863306849e+00
479 36.891 4.9507497524e-03 9.6725966454e-03 2.9793429831e+00 2.1811013102e+00
480 36.968 4.9337877119e-03 9.6682921366e-03 2.9729198145e+00 2.1771673833e+00
481 37.046 4.9308627166e-03 9.6495107459e-03 2.9704717185e+00 2.1707881717e+00
482 37.123 4.9204796342e-03 9.6372507420e-03 2.9659075201e+00 2.1674527056e+00
483 37.200 4.9086925038e-03 9.6254146989e-03 2.9570127459e+00 2.1609525021e+00
484 37.278 4.9049127121e-03 9.6177117275e-03 2.9523857901e+00 2.1553690800e+00
485 37.355 4.8975739942e-03 9.6145725107e-03 2.9503575476e+00 2.1522673477e+00
486 37.432 4.8811176379e-03 9.5989708712e-03 2.9440220733e+00 2.1476456589e+00
487 37.510 4.8764739169e-03 9.5717016689e-03 2.9390914127e+00 2.1399178805e+00
488 37.587 4.8741204349e-03 9.5712698093e-03 2.9329510550e+00 2.1357170715e+00
489 37.664 4.8578838703e-03 9.5736010882e-03 2.9289427478e+00 2.1328744740e+00
490 37.742 4.8527828280e-03 9.5565468180e-03 2.9239824829e+00 2.1269719462e+00
491 37.819 4.8456238749e-03 9.5464036376e-03 2.9202928203e+00 2.1221022135e+00
492 37.896 4.8344993352e-03 9.5301622468e-03 2.9124322393e+00 2.1165135021e+00
493 37.974 4.8283924415e-03 9.5294606644e-03 2.9066599295e+00 2.1124466792e+00
494 38.051 4.8216522979e-03 9.5225132618e-03 2.9054389196e+00 2.1076132416e+00
495 38.128 4.8084478224e-03 9.5143044343e-03 2.9000708546e+00 2.1037192328e+00
496 38.206 4.8013555146e-03 9.4880702141e-03 2.8929199914e+00 2.0968491446e+00
497 38.283 4.7995350453e-03 9.4776199067e-03 2.8885579376e+00 2.0917127953e+00
498 38.360 4.7851097857e-03 9.4855251721e-03 2.8856531898e+00 2.0896093588e+00
499 38.438 4.7784682524e-03 9.4744655172e-03 2.8786667948e+00 2.0845502490e+00
500 38.515 4.7741054318e-03 9.4610570503e-03 2.8758539172e+00 2.0781607876e+00
501 38.592 4.7639722283e-03 9.4447308782e-03 2.8691191366e+00 2.0740263267e+00
502 38.670 4.7554937879e-03 9.4456561379e-03 2.8645478393e+00 2.0707218313e+00
503 38.747 4.7496751744e-03 9.4351428331e-03 2.8616604909e+00 2.0645459961e+00
504 38.824 4.7393072058e-03 9.4345829533e-03 2.8573533058e+00 2.0612210811e+00
505 38.902 4.7297118788e-03 9.4157081053e-03 2.8490953343e+00 2.0554246335e+00
506 38.979 4.7287485271e-03 9.3995105240e-03 2.8453795684e+00 2.0510301067e+00
507 39.056 4.7156599987e-03 9.4033345385e-03 2.8434832233e+00 2.0476874789e+00
508 39.134 4.7065546402e-03 9.4002442481e-03 2.8376558746e+00 2.0434910099e+00
509 39.211 4.7051657830e-03 9.3819505359e-03 2.8326555514e+00 2.0364951230e+00
510 39.288 4.6970233924e-03 9.3722233031e-03 2.8276398782e+00 2.0327911555e+00
511 39.366 4.6860791350e-03 9.3657290657e-03 2.8241465200e+00 2.0302797793e+00
512 39.443 4.6814360156e-03 9.3617411676e-03 2.8190438057e+00 2.0250147790e+00
513 39.520 4.6735002379e-03 9.3591275122e-03 2.8158481041e+00 2.0201282824e+00
514 39.598 4.6613150603e-03 9.3486219035e-03 2.8088438244e+00 2.0155311271e+00
515 39.675 4.6614631328e-03 9.3248031901e-03 2.8034999945e+00 2.0119966039e+00
516 39.753 4.6499387869e-03 9.3247208681e-03 2.8024003911e+00 2.0070650221e+00
517 39.830 4.6382731763e-03 9.3297886790e-03 2.7977725592e+00 2.0037505922e+00
518 39.907 4.6386876295e-03 9.3171528536e-03 2.7906430869e+00 1.9977494778e+00
519 39.985 4.6320376678e-03 9.3069455461e-03 2.7869158357e+00 1.9930269271e+00
520 40.062 4.6191728482e-03 9.2921418521e-03 2.7846361599e+00 1.9909638393e+00
521 40.139 4.6166117561e-03 9.2955980946e-03 2.7786219439e+00 1.9866637851e+00
522 40.217 4.6114664295e-03 9.2857789915e-03 2.7755045298e+00 1.9803570046e+00
523 40.294 4.5973182374e-03 9.2838667960e-03 2.7697641695e+00 1.9767665262e+00
524 40.371 4.5979559372e-03 9.2695227915e-03 2.7657071303e+00 1.9740921801e+00
525 40.449 4.5881043661e-03 9.2653567837e-03 2.7623804243e+00 1.9688219268e+00
526 40.526 4.5765509235e-03 9.2614506727e-03 2.7589642117e+00 1.9652495349e+00
527 40.603 4.5756024398e-03 9.2576892179e-03 2.7519294854e+00 1.9602385991e+00
528 40.681 4.5705599235e-03 9.2442788124e-03 2.7471351185e+00 1.9564160234e+00
529 40.758 4.5549087988e-03 9.2347211966e-03 2.7460159033e+00 1.9527583876e+00
530 40.835 4.5538805521e-03 9.2318196999e-03 2.7412953573e+00 1.9494014931e+00
531 40.913 4.5501996616e-03 9.2240266560e-03 2.7360075798e+00 1.9435094285e+00
532 40.990 4.5387778118e-03 9.2241334446e-03 2.7316353576e+00 1.9388892985e+00
533 41.067 4.5369646322e-03 9.2146248464e-03 2.7286222444e+00 1.9371622124e+00
534 41.145 4.5297070039e-03 9.2117810980e-03 2.7232555460e+00 1.9329146037e+00
535 41.222 4.5197342852e-03 9.1945959614e-03 2.7210845411e+00 1.9278859525e+00
536 41.299 4.5189400983e-03 9.1998422806e-03 2.7154209296e+00 1.9238732889e+00
537 41.377 4.5170228022e-03 9.1914007823e-03 2.7100612371e+00 1.9207943043e+00
538 41.454 4.5075656560e-03 9.1831140122e-03 2.7082837748e+00 1.9156800547e+00
539 41.531 4.5103468046e-03 9.1742117262e-03 2.7048845057e+00 1.9132448335e+00
540 41.609 4.5024348777e-03 9.1708738108e-03 2.6980410911e+00 1.9084042839e+00
541 41.686 4.4944123753e-03 9.1674531711e-03 2.6945287466e+00 1.9037216570e+00
542 41.763 4.4986649865e-03 9.1656511665e-03 2.6922352571e+00 1.9011628924e+00
543 41.841 4.4952479695e-03 9.1570846379e-03 2.6876454026e+00 1.8979216969e+00
544 41.918 4.4824111046e-03 9.1381304214e-03 2.6839733368e+00 1.8922835585e+00
545 41.995 4.4789058341e-03 9.1443043439e-03 2.6797557437e+00 1.8885302708e+00
546 42.073 4.4799468668e-03 9.1468829726e-03 2.6752396542e+00 1.8860632370e+00
547 42.150 4.4666008865e-03 9.1374513396e-03 2.6713381178e+00 1.8819647697e+00
548 42.227 4.4546735271e-03 9.1239011792e-03 2.6692658636e+00 1.8780698447e+00
549 42.305 4.4527996961e-03 9.1187530002e-03 2.6638624037e+00 1.8742680221e+00
550 42.382 4.4452703774e-03 9.1236935911e-03 2.6583249419e+00 1.8700724518e+00
551 42.459 4.4325552963e-03 9.1127540052e-03 2.6561885609e+00 1.8660209647e+00
552 42.537 4.4292420012e-03 9.1083810932e-03 2.6529818271e+00 1.8637681756e+00
553 42.614 4.4228290572e-03 9.0988894729e-03 2.6471408987e+00 1.8592098868e+00
554 42.691 4.4103675514e-03 9.1001671957e-03 2.6443349896e+00 1.8540912385e+00
555 42.769 4.4095241702e-03 9.1002978693e-03 2.6397278299e+00 1.8518621158e+00
556 42.846 4.4009148686e-03 9.0938916612e-03 2.6354310501e+00 1.8488477734e+00
557 42.923 4.3916083070e-03 9.0788401494e-03 2.6330359128e+00 1.8436005626e+00
558 43.001 4.3884710184e-03 9.0811989020e-03 2.6291371231e+00 1.8408707059e+00
559 43.078 4.3847170000e-03 9.0891654262e-03 2.6223685968e+00 1.8371165892e+00
560 43.155 4.3698933157e-03 9.0769538138e-03 2.6196652486e+00 1.8333204507e+00
561 43.233 4.3665571643e-03 9.0676112283e-03 2.6178293141e+00 1.8304100083e+00
562 43.310 4.3631708792e-03 9.0657956632e-03 2.6128240052e+00 1.8269102509e+00
563 43.387 4.3531812888e-03 9.0679408892e-03 2.6085564778e+00 1.8215605516e+00
564 43.465 4.3477929882e-03 9.0605874925e-03 2.6043258666e+00 1.8184507916e+00
565 43.542 4.3415918125e-03 9.0553873035e-03 2.6014712422e+00 1.8164575717e+00
566 43.619 4.3335920818e-03 9.0474859807e-03 2.5969357884e+00 1.8122817967e+00
567 43.697 4.3263938713e-03 9.0464388148e-03 2.5944900474e+00 1.8081127239e+00
568 43.774 4.3248066252e-03 9.0512016693e-03 2.5889329552e+00 1.8046192768e+00
569 43.852 4.3134383526e-03 9.0429437531e-03 2.5842399240e+00 1.8019428516e+00
570 43.929 4.3071605101e-03 9.0289248421e-03 2.5829634213e+00 1.7976202354e+00
571 44.006 4.3054160687e-03 9.0279250437e-03 2.5795287557e+00 1.7952298708e+00
572 44.084 4.2986995734e-03 9.0339490685e-03 2.5732289056e+00 1.7907030545e+00
573 44.161 4.2896929681e-03 9.0205362284e-03 2.5696638785e+00 1.7869082927e+00
574 44.238 4.2857442706e-03 9.0034038598e-03 2.5675719002e+00 1.7844625778e+00
